doc_id,sent_id,original_sent,simplified_sent
41,4,"Por el contrario, la aplicación de glutatión, una molécula presente en todos los organismos vivos y que regula el equilibrio de oxidación celular, favorece la muda y el paso al siguiente estadio larvario, ya que ayuda al gusano a degradar la cutícula vieja y a separarse de ella.", Los científicos han descubierto las sustancias que ayudan al gusano a romper su piel vieja y cambiarla por una nueva.
42,0,El Ayuntamiento de Segovia y cultura acondiciona el entorno de el Acueducto , El Ayuntamiento de Segovia y cultura acondiciona el entorno de el Acueducto 
42,1,El Ayuntamiento de Segovia y cultura acondiciona el entorno de el Acueducto , El ayuntamiento de Segovia y el Ministerio de Cultura arreglan el entorno de el Acueducto . 
42,2,"El Ayuntamiento de Segovia , a través de su Concejalía de Patrimonio Histórico , desarrolla trabajos de conservación de el entorno de el Acueducto , en concreto en la zona en la que el monumento se conexiona con la muralla . "," Ahora , el gobierno de Segovia está arreglando el entorno de el Acueducto . "
42,3,Se trata de un espacio que presentaba un avanzado estado de deterioro por lo que era necesaria una intervención para potenciar la imagen de ambos monumentos . ," A el arreglar lo , el Acueducto tendrá mejor imagen .  El entorno de el Acueducto estaba muy estropeado . "
42,4,"Según informó el Consistorio en un comunicado de prensa , el proyecto que se ejecuta en este punto incluye la renovación de el pavimento de las canaletas laterales , la demolición de la antigua escalera de acceso a el adarve de piedra y su sustitución por otra de hierro y madera , una escalera que se reubicará , la instalación de nueva iluminación ambiente en el conjunto de la Plaza Avendaño , la demolición de el peto en el intradós de la muralla , el picado y rejuntado de el intradós de la muralla . ", También se instalarán nuevas luces para iluminar el Acueducto y su entorno .  El arreglo mejorará el suelo y la escalera de acceso . 
43,0,Cientos de miles de pakistaníes viven en campamentos seis meses después de las inundaciones, Cientos de miles de pakistaníes viven en campamentos seis meses después de las inundaciones
43,1,Cientos de miles de pakistaníes viven en campamentos seis meses después de las inundaciones, Miles de personas de Pakistán viven en campamentos
43,2,Cientos de miles de personas permanecen en campamentos y otros miles viven en tiendas de campaña a el lado de sus casas destruidas seis meses después de las devastadoras inundaciones que afectaron a más de 20 millones de personas en Pakistán ., Miles de personas de Pakistán viven en campamentos 6 meses después de las inundaciones .
43,3,"Así lo afirmó Intermón Oxfam , en un informe titulado""Seis meses después de las inundaciones : redefiniendo las prioridades en la reconstrucción"", en el que alerta de que la situación de emergencia en Pakistán podría empeorar en los próximos meses .", La situación de las personas de Pakistán puede ser peor en los próximos meses .
43,4,"Oxfam señaló que las bajas temperaturas de este invierno han aumentado el número de infecciones respiratorias , como la gripe y la neumonía , con más de 200.000 casos notificados en la segunda semana de este mes de enero , y grandes extensiones de tierra de el sur de Pakistán continúan bajo el agua contaminada ."," Debido a el frío de el invierno , las enfermedades han aumentado entre las personas de Pakistán ."
43,5,"Además , han aumentado las""preocupantes""tasas de desnutrición de antes de las lluvias y millones de personas siguen aún en una situación de extrema necesidad ."," Por eso , millones de personas en Pakistán están en una situación de extrema necesidad ."
44,0,DETENIDOS DOS PROPIETARIOS DE WEBS DE DESCARGAS DE ESTRENOS CINEMATOGRÁFICOS., La Policía Nacional detiene a dos propietarios de páginas web de cine ilegales.
44,1,"La Policía Nacional ha detenido en Andalucía y Valencia a dos propietarios de webs de descargas de estrenos cinematográficos como presuntos responsables de un delito contra la propiedad intelectual, en su modalidad de piratería cinematográfica. ", La Policía Nacional detiene a dos propietarios de páginas web de cine en Andalucía y Valencia.
44,2,"Según informó la Policía, los arrestados dirigían los principales grupos en Andalucía y Valencia de personas encargadas de grabar en cines los últimos estrenos.", Los dos hombres dirigían grupos de personas que grababan con cámaras en los cines las películas más nuevas.
44,3,Las grabaciones eran montadas y subidas a un total de seis sitios web en cuestión de horas tras su aparición en las salas comerciales., Las películas aparecían en las páginas web muy pocas horas después de que aparecieran en el cine.
44,4,"Los arrestados habrían copiado y difundido durante 2010 más de 100 películas, que se habrían descargado en 2,5 millones de ocasiones, lo que les habría reportado importantes beneficios a través de publicidad.", Los detenidos pusieron en sus páginas web más de 100 películas durante el año 2010. Los detenidos consiguieron mucho dinero gracias a la publicidad en sus páginas web.
44,5,"En el marco de la operación han sido desmantelados cuatro laboratorios audiovisuales ubicados en Sevilla y Valencia y arrestados también dos screeners que, en horarios de baja afluencia de público, realizaban las grabaciones en alta definición.", La Policía ha detenido también a dos personas que grababan las películas en los cines.
45,0,"EL BRAILLE, HERRAMIENTA ESENCIAL PARA QUE MILLONES DE PERSONAS CIEGAS ACCEDAN A LA CULTURA.", El braille es fundamental para que las personas ciegas accedan a la cultura.
45,1,"El 4 de enero celebra el Día Mundial del Braille, que conmemora el nacimiento del inventor de este sistema de lectoescritura, Louis Braille, hace 202 años.", El 4 de enero es el día Mundial del Braille porque ese día nació Louis Braille. Louis Braille es el creador del braille.
45,2,"Según informó la ONCE, el sistema braille juega actualmente un papel esencial en las vidas de millones de personas ciegas y deficientes visuales, al ser la herramienta por excelencia para acceder a la alfabetización, la comunicación y otros materiales escritos. "," El braille es fundamental para que millones de personas ciegas puedan leer. Con este sistema de lectura, las personas ciegas pueden acceder a la cultura, a la información y a la comunicación."
45,3,"Además, los libros táctiles permiten a los niños ciegos acceder a la literatura y los estudiantes de Educación Secundaria y los universitarios trabajan con documentos técnicos en braille para tener éxito en sus programas de formación y en sus futuras carreras."," Con los libros en braille, los niños ciegos pueden acceder a la literatura. Los jóvenes ciegos también pueden estudiar y trabajar con documentos en braille."
45,4,"Según informó la ONCE, esta organización impulsa el uso del braille en todos los ámbitos, con el fin de que las personas ciegas logren mayores cotas de autonomía personal.", La ONCE apoya el uso del braille para que las personas ciegas sean autónomas.
45,5,"El etiquetado de productos farmacéuticos, de alimentación o de limpieza, la señalización de ascensores, la publicación de folletos de información y de catálogos de museos o la transcripción al braille de cartas de restaurantes y otros servicios que facilitan enormemente la vida de las personas ciegas."," Ahora, se escriben en braille los nombres de los productos, la información o las cartas de los restaurantes. Esto hace más fácil la vida de las personas ciegas."
46,0,Cientos de víctimas de los rebeldes de el Congo piden a Obama que acaben los ataques, Cientos de víctimas de los rebeldes de el Congo piden a Obama que acaben los ataques
46,1,Cientos de víctimas de los rebeldes de el Congo piden a Obama que acaben los ataques, Las víctimas de el Congo piden a Obama el fin de los ataques de los rebeldes .
46,2,"Centenares de víctimas de ataques cometidos por el grupo rebelde Ejército de Resistencia de el reclaman a el presidente de Estados Unidos , Barack Obama , medidas urgentes para que acaben estas acciones ofensivas contra la población civil de la República Democrática de el Congo y la República Centroafricana .", 3En el Congo hay un grupo de rebeldes que luchan contra el Gobierno . A veces los rebeldes atacan a la población de el Congo . Obama es el presidente de Estados Unidos . Las víctimas piden a Obama el fin de los ataques .
46,3,"Así lo afirmó Human Rights Watch , que llevó a cabo cinco misiones de investigación en estos dos países entre mayo y septiembre de este año , en zonas donde pocos extranjeros han viajado .",
46,4,"Los investigadores hablaron con cientos de víctimas y grabaron sus mensajes para Obama y otros líderes mundiales , a través de vídeos y cartas , en los que las víctimas claman por el fin de el sufrimiento causado por el grupo rebelde .",
46,5,"Anneke van Woudenberg , investigadora principal de África para la organización humanitaria , señaló que""Obama y otros líderes mundiales deben responder a los gritos desesperados de las víctimas . En el original falta punto .", Obama y otros presidentes de el mundo deben ayudar a la población de el Congo .
47,0,DETENIDOS DOS TRAFICANTES DE HACHÍS COMO RESPONSABLES DEL ATROPELLO MORTAL DE UN GUARDIA CIVIL., La Guardia Civil detiene a dos traficantes por atropellar a un agente.
47,1,"La Guardia Civil, en una operación conjunta con la Gendarmería francesa, ha detenido a dos traficantes de hachís que atropellaron mortalmente a un guardia civil el pasado mes de octubre, en Baza (Granada). ", Dos traficantes atropellaron a un agente de la Guardia Civil en Granada y lo mataron.
47,2,"Según informó la Benemérita, estos arrestos se han producido en el marco de una operación hispano-francesa contra un grupo organizado dedicado a la distribución de estupefacientes.", La Guardia Civil ha detenido a un grupo de traficantes.
47,3,Esta actuación policial se ha saldado con ocho detenciones en Cannes.,
47,4,"Dos de los arrestados están relacionados con el atropello mortal del guardia civil Carlos David La Paz Ruiz, ocurrido el pasado 31 de octubre en la autovía A-92N, en las inmediaciones de Baza (Granada).", En este grupo estaban los dos traficantes que atropellaron al agente.
47,5,"El atropello se produjo cuando la Guardia Civil intentó interceptar a un turismo con matrícula francesa, ocupado por dos personas, al que se iba persiguiendo por la autovía A-92N."," Los dos traficantes atropellaron al agente porque el agente intentó detener el coche en una carretera. Para no detener el coche, los traficantes  atropellaron al agente y lo mataron."
47,6,"A la altura del kilómetro 34 de dicha autovía, varios agentes estaban reteniendo el tráfico para intentar detener el vehículo.",
47,7,"El turismo paró inicialmente, pero cuando el conductor vio a un guardia civil, aceleró y lo arrolló."," Los dos traficantes atropellaron al agente porque el agente intentó detener el coche en una carretera. Para no detener el coche, los traficantes  atropellaron al agente y lo mataron."
48,0,DESCIENDE EL NÚMERO DE ABORTOS EN ESPAÑA., El número de abortos se reduce en España.
48,1,"El número de abortos registrados en España en 2009 fue de 115.812, lo que supone alrededor de un cuatro por ciento menos que en 2008, cuando se contabilizaron un total de 111.482, según anunció la ministra de Sanidad, Política Social e Igualdad, Leire Pajín, en el Fórum Europa. "," Según la ministra de Sanidad, en 2010 hubo menos abortos que en 2009."
48,2,"En su intervención en este acto, organizado por Nueva Economía Fórum en Madrid, Pajín destacó que es la primera vez que desciende la cifra de interrupciones voluntarias de embarazos en España desde 1999, año en el que se inician las estadísticas.", La ministra dijo que es la primera vez que el número de abortos se reduce.
48,3,"En la misma línea, la ministra indicó que el ""dato más alentador"" de la disminución de los abortos es el referido a las menores de 19 años, una franja de edad en la que se contabilizaron el año pasado 543 interrupciones voluntarias de embarazos menos que en 2008.", También informó de que los abortos de las chicas jóvenes también se han reducido.
48,4,"Teniendo en cuenta estos resultados y el hecho de que la venta sin receta de la píldora poscoital ""ha sido tremendamente eficaz"", el medicamento seguirá dispensándose sin prescripción facultativa en las farmacias, aseguró Pajín."," La ministra aseguró que el número de abortos se ha reducido gracias a la píldora. Por eso, la píldora seguirá vendiéndose en las farmacias sin receta."
49,0,EL CONSEJO DE MINISTROS PREMIA AL DIFUSOR DEL CINE ESPAÑOL EN NUEVA YORK., El Gobierno da un premio a un director de cine español que trabaja en Nueva York.
49,1,"El Consejo de Ministros concedió la Orden de las Artes y las Letras de España a Richard Peña, en reconocimiento a una trayectoria profesional al servicio de la difusión de la cultura cinematográfica española en Estados Unidos. ", El Gobierno dio un premio a Richard Peña por mostrar el cine español en Estados Unidos.
49,2,"Richard Peña (Nueva York, 1953) es director del Festival de Cine de Nueva York y del programa de cine de la Film Society, Sociedad Cinematográfica del Lincoln Center.", Richard Peña también es director de la Fiesta del Cine de Nueva York.
49,3,"Responsable del ""Spanish Cinema Now!"", Peña es el responsable de la selección de títulos del más reciente cine español que desde hace años desembarca cada mes de diciembre en el Lincoln Center de Nueva York."," Además, Richar Peña es el responsable de la fiesta Cine Español Actual. Esta fiesta se celebra en diciembre y en ella se muestran películas españolas."
49,4,"Esta muestra, denominada ""Spanish Cinema Now!"", es una cita obligada para el público cinéfilo de Nueva York.", Todas las personas de Nueva York aficionadas al cine van a esta fiesta.
49,5,Ningún género queda excluido de este panorama:," En la fiesta se muestran muchos tipos de películas. Sin embargo, todas las películas de la fiesta están hechas en España."
49,6,"la ficción, los experimentos de vanguardia, el cine de terror, las películas de ciencia ficción, los documentales y los cortometrajes seleccionados comparten la etiqueta común de ser ""Made in Spain/Hecho en España""."," En la fiesta se muestran muchos tipos de películas. Sin embargo, todas las películas de la fiesta están hechas en España."
50,0,"Costa de Marfil vive un""régimen de terror"", según Human Rights"," Costa de Marfil vive un""régimen de terror"", según Human Rights"
50,1,"Costa de Marfil vive un""régimen de terror"", según Human Rights"," Costa de Marfil vive un""régimen de terror"""
50,2,"Human Rights Watch afirmó que las fuerzas de seguridad y las milicias de apoyo a Laurent Gbagbo , presidente derrotado en las elecciones de el pasado 28 de noviembre y que se niega a reconocer la victoria de su oponente , Alassane Ouattara , han impuesto un""régimen de terror""en Abiyán , la principal ciudad de el país .", El antiguo Presidente perdió las elecciones pero no quiere dejar el Gobierno . Este Presidente ha creado un régimen de terror en Abiyán . Abiyán es la principal ciudad de el país . En Costa de Maril hubo elecciones a Presidente de el País .
50,3,"Desde finales de el pasado mes de noviembre de 2010 , las fuerzas de seguridad y las milicias afines a Gbagbo han cometido ejecuciones extrajudiciales , desapariciones forzadas , torturas y violaciones , según una investigación de la citada organización .", Un informe de una organización en favor de los derechos humanos ha dicho que el ejército de el Congo ha cometido muchos crímenes .
50,4,"Las víctimas de esta campaña en la capital comercial de Costa de Marfil , Abiyán , son miembros de partidos políticos de la oposición , grupos étnicos de el norte de el país , musulmanes e inmigrantes de países vecinos de África occidental .", También los extranjeros son víctimas de el ejército de el Congo . Las víctimas de este ejército son personas de el partido político que ganó las elecciones .
50,5,"El director para África de la organización , Daniel Bekele , exhortó a la comunidad internacional a""hacer todo lo posible para proteger a los civiles y aumentar la presión sobre Gbagbo y sus aliados para poner fin a esta campaña organizada de violencia"".", Una persona de la organización en favor de los derechos humanos ha pedido a los países de el mundo que protejan a los civiles .
51,0,DETENIDOS TRES MENORES POR AMENAZAR E INJURIAR A OTRA MENOR A TRAVÉS DE UNA RED SOCIAL., La Guardia Civil detiene a tres chicos menores de edad por decir amenazas e insultos a otra chica menor a través de una red social.
51,1,Agentes de la Guardia Civil del Área de Investigación de Mejorada del Campo han detenido a tres menores de edad a quienes se les imputan delitos de amenazas e injurias., La Guardia Civil ha detenido a tres chicos menores de edad por decir amenazas e insultos a otra menor.
51,2,"Según informó este miércoles la Comandancia de la Guardia Civil de Madrid, los tres jóvenes amenazaron e injuriaron a una menor a través de una red social. ", Los tres menores dijeron las amenazas a través de una red social.
51,3,"La investigación comenzó el pasado mes de diciembre, tras recibirse una denuncia en la que una menor ponía en conocimiento de la Guardia Civil que sus datos personales habían sido publicados en una red social acusándola de un hecho delictivo que no había cometido, además de estar recibiendo a través de la misma red social amenazas de muerte."," En la red social, los tres menores acusaron a la chica de un delito que no había hecho. También le escribieron amenazas de muerte. La chica los denunció y la Guardia Civil comenzó una investigación."
51,4,"Con los datos aportados por la denunciante, los agentes iniciaron la oportuna investigación y el rastreo a través de la red social, logrando localizar a los presuntos autores, que resultaron ser tres jóvenes menores de edad."," Gracias a los datos en la red social, la Guardia Civil encontró a los tres menores que dijeron las amenazas."
52,0,DESCIENDE LA TASA DE DONACIÓN DE ÓRGANOS EN ESPAÑA., Se reducen las donaciones de órganos en España.
52,1,"La tasa de donación de órganos registrada en España el año pasado fue de 32 donantes por millón de ciudadanos, lo que significa un descenso de 2,4 puntos con respecto a 2009, cuando esta cifra fue de 34,4 donantes por millón de habitantes, inferior, también, a la contabilizada en 2005, año que tuvo el máximo histórico con 35,1 donantes por millón de población. ", En 2010 se han reducido las donaciones.
52,2,"Pese a este descenso, el secretario general de Sanidad, José Martínez Olmos, dijo en rueda de prensa que el Gobierno ""no está preocupado"" por el descenso en más de dos puntos de la tasa de donación en España, aunque sí ""ocupado"" en buscar vías alternativas a la donación tradicional para permitir que este país siga manteniendo el liderazgo mundial en donaciones, como viene haciendo desde hace 19 años."," El secretario general de Sanidad dice que el Gobierno no está preocupado porque las donaciones se reduzcan. Sin embargo, el Gobierno está buscando otras formas de conseguir órganos. Así, España seguirá siendo el país con más donaciones del mundo."
52,3,"Martínez Olmos atribuyó la disminución en el número de donantes al descenso de las muertes encefálicas y, por lo tanto, al número de ciudadanos que pueden ser donantes tras su fallecimiento en un hospital, además de al aumento en un punto en 2010 de la tasa de negativas familiares, situada el año pasado en un 18%.", El secretario general de Sanidad afirma que las donaciones se han reducido porque hay menos familias que quieren dar los órganos de sus familiares.
53,0,"EL ESCRITOR JOSÉ LUIS SAMPEDRO, CONDECORADO CON LA ORDEN DE LAS ARTES Y LAS LETRAS.", El escritor José Luis Sampedro recibe el premio Orden de las Artes y las Letras de España.
53,1,"El Consejo de Ministros acordó la concesión de la Orden de las Artes y las Letras de España al novelista y ensayista José Luis Sampedro, por ""su sobresaliente trayectoria literaria y por su pensamiento lúcido y comprometido con los problemas de su tiempo, lo que ha contribuido a una difusión internacional de nuestra cultura al haber sido traducido a múltiples idiomas, siempre con el reconocimiento del público y la crítica"". "," El Gobierno dio un premio a José Luis Sampedro por su trabajo como escritor y como profesor. Los libros de Sampedro se traducen a muchos idiomas. Por eso, Sampedro ayuda a mostrar la cultura española en otros países. Sampedro también recibió el premio por su compromiso con los problemas de la sociedad."
53,2,"Según la referencia del Consejo de Ministros, Sampedro ha desarrollado una intensa labor como profesor, novelista y humanista, ""que lo cualifican como uno de los más importantes escritores vivos en lengua castellana, así como una referencia intelectual y moral de primer orden en la España de la segunda mitad del siglo veinte""."," Según el Gobierno, Sampedro desarrolla un intenso trabajo como profesor y escritor. Por eso, Sampedro es uno de los escritores más importantes de la lengua española."
53,3,"Polifacético en su vida profesional y literaria, ha conciliado el desempeño de altos cargos administrativos y académicos en el área económica con una reconocida producción literaria.", El Gobierno también dijo que Sampedro unió su carrera como escritor a su trabajo en puestos importantes como profesor. José Luis Sampedro tuvo mucho éxito en su trabajo de escritor y de profesor.
53,4,"""En todas estas facetas ha alcanzado la aceptación del gran público y el reconocimiento y respeto de la crítica especializada"", señaló.", Mucha gente compra sus libros y los especialistas respetan mucho su trabajo.
54,0,cRITICAN la devolución de un preso de Guantánamo a Argelia, cRITICAN la devolución de un preso de Guantánamo a Argelia
54,1,cRITICAN la devolución de un preso de Guantánamo a Argelia, Critican la devolución de un preso de Guantánamo .
54,2,"Human Rights Watch censuró que Estados Unidos haya anunciado la liberación a un preso de la base naval de guantánamo ( Cuba ) para que sea repatriado a Argelia , donde el detenido no quería regresar por temor a ser expuesto a tortura o malos tratos .", Una organización de defensa de los derechos humanos ha criticado a Estados Unidos por anunciar que devolverá un preso de Guantánamo a Argelia .
54,3,"""Estados Unidos no debería agravar las detenciones ilegales en Guantánamo enviando a la gente a lugares donde pueden ser maltratados"", afirmó Andrea Prasow , abogado especializado en lucha antiterrorista de la organización internacional .", La abogada Andrea Prasow ha dicho que Estados Unidos no debe enviar los presos a países donde pueden tratar los mal .
54,4,"El preso , Saiid Farhi , de 49 años , trabajó en GranBretaña , Francia e Italia en la década de los 90 y se trasladó a Afganistán un mes antes de los atentados de el 11-S de 2001 .", Tiene 49 años y trabajó mucho tiempo en Europa . Luego el preso se fue a vivir a Afganistán . El preso que quieren enviar a Argelia se llama Saiid Farhi .
54,5,"Después de la intervención de Estados Unidos en Afganistán , huyó a Pakistán , donde fue detenido y trasladado a Guantánamo en 2002 .", El preso huyo a Pakistán cuando Estados Unidos llegó a Afganistán . Está en Guantánamo desde el año 2002 . En Pakistán fue detenido y enviado a Guantánamo .
54,6,"Farhi había comunicado a sus abogados que deseaba su liberación , pero no quería volver a Argelia porque temía ser perseguido por el Gobierno de su país y por militantes islamistas .", El preso quería salir de la cárcel pero no quiere ir a Argelia . En Argelia tenía miedo a ser perseguido .
55,0,EDUCACIÓN ESTUDIA PRORROGAR LA POSIBILIDAD DE QUE LOS PROFESORES SE JUBILEN A LOS 60 AÑOS., El Ministerio de Educación estudia que los profesores sigan retirándose a los 60 años. 
55,1,"El ministro de Educación, Ángel Gabilondo, que su departamento estudia la posibilidad de ampliar la prórroga del sistema de jubilaciones voluntarias que establece la Ley Orgánica de Educación (LOE), que hasta el 31 de agosto de 2011 permite a los docentes retirarse de forma anticipada a los 60 años. "," Ahora hay una ley que permite a los profesores retirarse a los 60 años.  Pero esta ley acaba en agosto de 2011.  El Ministerio de Educación quiere ampliar este plazo. Así, los profesores seguirán jubilándose a los 60 años si quieren.  "
55,2,"En declaraciones a la prensa en un acto celebrado en Madrid, Gabilondo admitió que estamos considerando la viabilidad o posibilidad de establecer una prórroga en la edad de jubilación para los profesores como está estipulada hasta el momento.",
55,3,"Estamos pensando seriamente si puede hacerse, recalcó, pero destacó que esto no son políticas de Educación, sino políticas generales de país."," Sin embargo, el ministro de Educación dice que el Ministerio de Educación no puede ampliar el plazo de la ley.  El ministro dice que es el Gobierno el que debe ampliar el plazo."
55,4,"En el caso de que pueda hacerse tendríamos que hablar con las administraciones públicas y con Hacienda, y quizás sería una prórroga temporal (de un año de duración), en espera de que el debate del Pacto de Toledo llegue a una conclusión, declaró Gabilondo.",
55,5,"Según el ministro, estamos ante una reflexión sobre la edad de jubilación general del país, y el sistema educativo no puede permanecer al margen.",
56,0,EL EUSKERA YA PUEDE ESTUDIARSE EN NUEVA YORK., La lengua vasca ya se enseña en Nueva York.
56,1,El Instituto Vasco Etxepare y el Instituto Cervantes han alcanzado un acuerdo por el que el euskera ya puede estudiarse en Nueva York. , El Instituto Vasco y el Instituto Cervantes firmaron un acuerdo.
56,2,"Un convenio que ha permitido que el Instituto Cervantes de Nueva York arrancase las clases de euskera en la Gran Manzana, un día por semana con tres horas de duración."," Gracias a este acuerdo, el vasco se enseñará en el Instituo Cervantes de Nueva York. Gracias al acuerdo, el vasco se enseñará en la escuela del Instituto Cervantes de Nueva York."
56,3,"Además, la Euskal Etxea de esta misma ciudad de EEUU está dando los primeros pasos para abrir una cátedra de estudios vascos en la New York City University."," Además, el Instituto Vasco quiere firmar un acuerdo con la Universidad de Nueva York. El Instituto Vasco también quiere que se enseñe vasco en la Universidad de Nueva York."
56,4,"Este mediodia la sede del Instituto Vasco Etxepare en San Sebastián ha acogido la firma entre esta entidad y el Instituto Cervantes de un convenio marco de colaboración en un acto presidido por la Consejera de Cultura , Blanca Urgell.", Hoy se firmó el acuerdo entre el Instituto Vasco y el Instituto Cervantes. La consejera de cultura estuvo en la firma del acuerdo.
56,5,Este acuerdo sienta las bases para la colaboracion entre ambas instituciones en materia de promoción del euskera y la cultura vasca.,
57,0,Cruz Roja ayuda a 500.000 somalíes afectados por los combates y la sequía, Cruz Roja ayuda a 500.000 somalíes afectados por los combates y la sequía
57,1,Cruz Roja ayuda a 500.000 somalíes afectados por los combates y la sequía, Cruz Roja ayuda a Somalia .
57,2,El Comité Internacional de la Cruz Roja y la Media Luna Roja Somalí acaban de terminar el suministro de alimentos y de artículos para el hogar a más de 540.000 personas desplazadas y colectivos vulnerables de las grandes ciudades afectados por los combates entre el ejército de Somalia y los rebeldes y por la sequía .," En Somalia , la Cruz Roja ayuda a las personas afectadas por la guerra y la falta de agua . La Cruz Roja acaba de terminar de dar alimentos y cosas para el hogar a medio millón de personas en Somalía ."
57,3,"El jefe de el citado Comité en Somalia , Pascal Mauchle , afirmó que este país se encuentra""cada vez peor""debido a la guerra civil de los últimos 20 años .", La Cruz Roja ha dicho que Somalia está cada vez peor debido a la guera .
57,4,"""Decenas de miles de personas han huido de Mogadiscio en los últimos meses .", Miles de personas huyen de el país .
57,5,"La producción de alimentos ha disminuido , los precios se han disparado y mucha gente no puede permitir se el lujo de comprar alimentos y otros productos esenciales , incluso cuando están disponibles en el mercado"", apuntó .", Los alimentos que hay están muy caros y la gente no puede comprar los . En Somalia no hay casi alimentos .
57,6,"Mauchle señaló que""la situación económica sigue deteriorando se y la gente lucha por su supervivencia diaria , no sólo en las zonas afectadas por el conflicto , sino también en las principales ciudades en el norte de el país""."," Por eso , las personas luchan por sobrevivir cada día ."
58,0,ECOLOGISTAS EN ACCIÓN PIDE UNA RESERVA MARINA EN EL GOLFO DE CÁDIZ., Ecologistas en Acción pide una reserva marina en Cádiz.
58,1,"Ecologistas en Acción HA SOLICITADO al Ministerio de Medio Ambiente y Medio Rural y Marino que DECLARE una reserva marina de interés pesquero en el área comprendida entre cabo de Trafalgar y el islote de Sancti-Petri, en Cádiz. ",
58,2,"Según los ecologistas, esta propuesta NACE del sector pesquero de artes menores de la zona y ESTÁ SIENDO ya planificada por el propio sector.",
58,3,"Para la ONG, esta área marina SE ENCUENTRA en un enclave natural ""privilegiado"",",
58,4," por ""la productividad de sus aguas y sus características geográficas"", que HACEN de ella ""un lugar estratégico para el alevinaje, cría y alimentación de las principales especies de interés pesquero del Golfo de Cádiz""."," Ecologistas en Acción afirma que esta zona del mar es un lugar natural excelente por su agua y su situación. Gracias a ello, en esta zona los peces crecen muy bien. Estos peces luego se pescarán. Por eso los peces son tan importantes para la pesca de Cádiz."
58,5,"Ecologistas en Acción EXIGE al Gobierno ""una respuesta"" a la Cofradía de Pescadores de Conil (Cádiz), que FORMALIZÓ una petición de declaración de Reserva Marina de Interés Pesquero en la zona en febrero de 2010.", Ecologistas en Acción quiere que el Gobierno convierta la zona de Cádiz en reserva marina.
59,0,EL FESTIVAL VIVAMÉRICA SE CELEBRA DESDE HOY EN CUATRO CIUDADES., La fiesta Vivamérica se celebra hoy en cuatro ciudades.
59,1,"La Casa de América de Madrid acoge el Festival Vivamérica, que este año se celebra también simultáneamente en las ciudades de Cádiz, Zaragoza y Barranquilla (Colombia)."," La fiesta Vivamérica se celebra hoy en 4 ciudades: Madrid, Cádiz, Zaragoza y en Barranquilla. La fiesta de Madrid se celebrará en la Casa de América."
59,2,La iniciativa pretende dar a conocer la cultura y el pensamiento iberoamericanos. , La fiesta mostrará la cultura y el pensamiento de Latinoamérica.
59,3,"En la Casa de América se darán cita más de 70 pensadores, artistas, escritores, cineastas, políticos, científicos, tecnólogos y creadores iberoamericanos, que compartirán sus ideas."," En la fiesta de Madrid estarán artistas, escritores, directores de cine, políticos y científicos latinoamericanos. Todas estas personas compartirán sus ideas en la fiesta."
59,4,"Además, tendrá lugar la fiesta final, La Marcha, que cada año congrega a miles de personas y que en esta edición contará con la actuación del grupo puertorriqueño Calle 13."," Al final de la fiesta, tocará un grupo de música de Puerto Rico llamado Calle 13."
59,5,"El pistoletazo de salida lo pondrá el Festival de Ideas que este martes contará con la presencia de Dan Restrepo, uno de los asesores especiales de Barack Obama para los asuntos relacionados con América Latina, y con la intervención de Héctor Abad Faciolince."," La fiesta comenzará este martes. El martes, estará un consejero del Gobierno de estados Unidos en la fiesta. Este consejero se ocupa de las relaciones entre Estados Unidos y Latinoamérica."
59,6,"La edición de este año está dedicada fundamentalmente a la literatura, el cómic, el cine, el arte contemporáneo, la política y la economía, sin olvidarse de temas como la inmigración o la igualdad."," Este año, la fiesta está dedicada a la literatura, al cine, a la política y a la economía. Sin embargo, no se olvidarán los temas sociales."
60,0,"Cruz Roja denuncia que hay""montañas de escombros""EN haití un año después de el terremoto"," Cruz Roja denuncia que hay""montañas de escombros""EN haití un año después de el terremoto"
60,1,"Cruz Roja denuncia que hay""montañas de escombros""EN haití un año después de el terremoto", La Cruz Roja denuncia la situación de Haití .
60,2,"Cruz Roja Española ha denunciado la""insostenible""lentitud en las tareas de remover las""montañas de escombros""que continúan en Haití después de el terremoto de el 12 de enero de el año pasado , lo cual dificulta las tareas de reconstrucción de el país .", Hace un año hubo un terremoto en Haití . Ahora hay montañas de escombros en Haití . Los escombros impiden limpiar y volver a construir ciudades en Haití .
60,3,"A el hacer balance de la actuación de la organización un año después de el seísmo , el coordinador general de la organización , Antoni Bruel , explicó que la situación de Haití ya era""muy crítica""antes de el temblor de tierra , pero consideró""insostenible""que el país""esté sin desescombrar""a los 12 meses de que fuera sacudido por el terremoto .", La Cruz Roja dice que la situación de Haití era muy mala antes de el terremoto y ahora es peor .
60,4,"Además , apuntó que esta labor no le corresponde a las organizaciones no gubernamentales , sino a la comunidad internacional y a el Gobierno haitiano .",
60,5,"""Los gobiernos no lo hacen y es una de las cosas que están fallando en esta operación humanitaria"", añadió .", Por eso la ayuda humanitaria está fallando . El Gobierno de Haití no los quita y el resto de países tampoco .
60,6,"Bruel afirmó que las organizaciones humanitarias españolas actúan de forma""coordinada"", pero se encuentran con el""problema""de que no existe""una respuesta potente a el desescombro"".",
